Date,Year,Locality,Estimated Value,Sale Price,Property,Residential,num_rooms,num_bathrooms,carpet_area,property_tax_rate,Face
2017-10-29,2017,Stamford,266510.0,250000.0,?,Detached House,3,3,988.0,1.388283,North
2017-10-29,2017,Stamford,284230.0,895000.0,Single Family,Detached House,3,1,920.0,1.388283,East
2017-10-30,2017,,97070.0,72500.0,Single Family,Detached House,3,3,962.0,1.388283,South
2017-10-30,2017,West Hartford,,173000.0,Single Family,Detached House,3,2,906.0,1.388283,North
2017-11-02,2017,Norwalk,220070.0,475000.0,Four Family,Fourplex,8,8,2853.0,1.388283,East
2017-11-02,2017,Waterbury,,110000.0,Single Family,Detached House,3,2,,1.388283,East
2017-11-02,2017,,432280.0,825000.0,Single Family,Detached House,3,3,918.0,1.388283,West
2017-11-02,2017,West Hartford,145810.0,176000.0,Single Family,Detached House,3,1,1044.0,1.388283,East
2017-11-03,2017,West Hartford,186550.0,198000.0,Single Family,Detached House,3,1,1046.0,1.388283,West
2017-11-04,2017,West Hartford,159740.0,288500.0,?,Detached House,3,1,1031.0,1.388283,South
2017-11-05,2017,Norwalk,168960.0,125000.0,Single Family,Detached House,3,1,1062.0,1.388283,West
2017-11-06,2017,Norwalk,226150.0,405000.0,Single Family,Detached House,3,1,991.0,1.388283,East
2017-11-09,2017,West Hartford,,155000.0,Single Family,Detached House,3,1,1001.0,1.388283,South
2017-11-09,2017,West Hartford,188440.0,359500.0,?,Detached House,3,1,998.0,1.388283,South
2017-11-09,2017,Waterbury,72730.0,89500.0,Two Family,Duplex,4,2,1232.0,1.388283,East
2017-11-10,2017,Waterbury,72020.0,35600.0,Single Family,Detached House,3,1,,1.388283,East
2017-11-12,2017,Norwalk,170630.0,52200.0,Single Family,Detached House,3,1,960.0,1.388283,West
2017-11-12,2017,Norwalk,318560.0,350000.0,Two Family,Duplex,4,3,1483.0,1.388283,West
2017-11-12,2017,Norwalk,179630.0,330000.0,Single Family,Detached House,3,1,968.0,1.388283,North
2017-11-12,2017,Norwalk,232960.0,329000.0,?,Detached House,3,3,1010.0,1.388283,East
2017-11-12,2017,Norwalk,,785000.0,?,Detached House,3,3,1078.0,1.388283,North
2017-11-12,2017,Norwalk,1219600.0,2200000.0,?,Detached House,3,1,1077.0,1.388283,North
2017-11-12,2017,,,52200.0,Single Family,Detached House,3,2,941.0,1.388283,North
2017-11-12,2017,Stamford,267160.0,450000.0,Two Family,Duplex,4,4,1393.0,1.388283,East
2017-11-12,2017,Norwalk,1759848.0,2925000.0,?,Detached House,3,2,1044.0,1.388283,North
2017-11-12,2017,Norwalk,466630.0,710000.0,Single Family,Detached House,3,1,1054.0,1.388283,East
2017-11-13,2017,Norwalk,227530.0,435000.0,Single Family,Detached House,3,1,1023.0,1.388283,West
2017-11-13,2017,,184240.0,255000.0,?,Detached House,3,2,997.0,1.388283,North
2017-11-13,2017,Norwalk,182920.0,239000.0,Single Family,Detached House,3,2,1073.0,1.388283,West
2017-11-16,2017,Waterbury,87760.0,96000.0,Single Family,Detached House,3,1,1040.0,1.388283,East
2017-11-16,2017,Waterbury,76560.0,124000.0,Single Family,Detached House,3,2,1058.0,1.388283,East
2017-11-17,2017,Waterbury,,40500.0,Single Family,Detached House,3,1,959.0,1.388283,East
2017-11-17,2017,Norwalk,225580.0,395000.0,Two Family,Duplex,4,4,1363.0,1.388283,South
2017-11-17,2017,,263760.0,434450.0,?,Detached House,3,1,993.0,1.388283,East
2017-11-17,2017,West Hartford,192920.0,153000.0,Single Family,Detached House,3,3,991.0,1.388283,East
2017-11-17,2017,West Hartford,260750.0,425000.0,Single Family,Detached House,3,3,,1.388283,West
2017-11-18,2017,Norwalk,205500.0,370000.0,?,Duplex,4,2,1496.0,1.388283,North
2017-11-19,2017,Stamford,392580.0,633000.0,Two Family,Duplex,4,4,1259.0,1.388283,East
2017-11-19,2017,Waterbury,145110.0,129000.0,Single Family,Detached House,3,3,907.0,1.388283,East
2017-11-20,2017,Norwalk,237240.0,375000.0,?,Detached House,3,1,1088.0,1.388283,East
2017-11-20,2017,Waterbury,97060.0,67200.0,Single Family,Detached House,3,3,935.0,1.388283,South
2017-11-23,2017,Waterbury,34850.0,15000.0,Two Family,Duplex,4,4,1304.0,1.388283,West
2017-11-24,2017,West Hartford,210350.0,290000.0,Single Family,Detached House,3,2,1020.0,1.388283,East
2017-11-24,2017,Waterbury,93630.0,126900.0,Single Family,Detached House,3,1,956.0,1.388283,South
2017-11-24,2017,Waterbury,,140000.0,Three Family,Triplex,6,5,1822.0,1.388283,West
2017-11-25,2017,,201530.0,250000.0,Single Family,Detached House,3,2,980.0,1.388283,South
2017-11-25,2017,Waterbury,113090.0,140000.0,Single Family,Detached House,3,3,1085.0,1.388283,North
2017-11-25,2017,West Hartford,154560.0,235000.0,Single Family,Detached House,3,2,1085.0,1.388283,East
2017-11-25,2017,Norwalk,638630.0,640000.0,Single Family,Detached House,3,2,,1.388283,North
2017-11-30,2017,Norwalk,1032060.0,1475000.0,Single Family,Detached House,3,2,1015.0,1.388283,South
2017-11-30,2017,Stamford,309600.0,510000.0,?,Detached House,3,2,909.0,1.388283,East
2017-12-01,2017,Waterbury,104760.0,37000.0,Single Family,Detached House,3,2,1053.0,1.388283,West
2017-12-01,2017,Stamford,249480.0,289900.0,Single Family,Detached House,3,2,983.0,1.388283,East
2017-12-01,2017,West Hartford,133280.0,200000.0,Single Family,Detached House,3,2,999.0,1.388283,South
2017-12-03,2017,Waterbury,,48369.0,Two Family,Duplex,4,2,1219.0,1.388283,East
2017-12-04,2017,Norwalk,231420.0,387500.0,Single Family,Detached House,3,1,1054.0,1.388283,East
2017-12-07,2017,Stamford,491850.0,715000.0,Single Family,Detached House,3,1,902.0,1.388283,South
2017-12-07,2017,Norwalk,257110.0,460000.0,Single Family,Detached House,3,1,979.0,1.388283,North
2017-12-08,2017,Stamford,478920.0,600000.0,Single Family,Detached House,3,2,1068.0,1.388283,West
2017-12-08,2017,West Hartford,154980.0,222000.0,?,Detached House,3,3,940.0,1.388283,North
2017-12-09,2017,Waterbury,,35000.0,Single Family,Detached House,3,1,986.0,1.388283,North
2017-12-09,2017,Stamford,343520.0,515000.0,?,Detached House,3,3,967.0,1.388283,South
2017-12-10,2017,West Hartford,149940.0,182500.0,Single Family,Detached House,3,1,940.0,1.388283,West
2017-12-10,2017,Waterbury,132210.0,187700.0,Single Family,Detached House,3,1,901.0,1.388283,West
2017-12-14,2017,Waterbury,94900.0,110500.0,Single Family,Detached House,3,1,1066.0,1.388283,North
2017-12-15,2017,Stamford,889650.0,192500.0,Three Family,Triplex,6,4,2192.0,1.388283,East
2017-12-15,2017,Norwalk,944400.0,1225000.0,Single Family,Detached House,3,2,1086.0,1.388283,North
2017-12-16,2017,West Hartford,217350.0,360000.0,Single Family,Detached House,3,1,953.0,1.388283,East
2017-12-16,2017,Norwalk,1016760.0,500000.0,Single Family,Detached House,3,1,1053.0,1.388283,West
2017-12-18,2017,Norwalk,582130.0,4080000.0,Single Family,Detached House,3,1,,1.388283,South
2017-12-21,2017,Stamford,851100.0,1555000.0,Single Family,Detached House,3,3,1091.0,1.388283,South
2017-12-22,2017,Norwalk,231100.0,350000.0,?,Duplex,4,2,1284.0,1.388283,West
2017-12-22,2017,West Hartford,146090.0,145100.0,?,Detached House,3,3,949.0,1.388283,South
2017-12-22,2017,Waterbury,62280.0,112000.0,Single Family,Detached House,3,1,928.0,1.388283,South
2017-12-22,2017,Stamford,,133667.0,Single Family,Detached House,3,3,1056.0,1.388283,East
2017-12-23,2017,West Hartford,173950.0,280000.0,Single Family,Detached House,3,2,1055.0,1.388283,West
2017-12-23,2017,Waterbury,77160.0,96000.0,Single Family,Detached House,3,2,1099.0,1.388283,South
2017-12-28,2017,,377380.0,514000.0,Single Family,Detached House,3,1,919.0,1.388283,North
2017-12-28,2017,Stamford,252750.0,415000.0,Two Family,Duplex,4,2,1430.0,1.388283,North
2017-12-28,2017,,79140.0,118500.0,Single Family,Detached House,3,1,1079.0,1.388283,East
2017-12-28,2017,Stamford,216740.0,475000.0,?,Duplex,4,3,1431.0,1.388283,South
2017-12-28,2017,Stamford,304470.0,540000.0,Four Family,Fourplex,8,8,2413.0,1.388283,South
2017-12-28,2017,Waterbury,74080.0,130000.0,Two Family,Duplex,4,2,1400.0,1.388283,West
2017-12-29,2017,Stamford,145110.0,57000.0,Single Family,Detached House,3,2,955.0,1.388283,South
2017-12-29,2017,West Hartford,221970.0,235000.0,Single Family,Detached House,3,2,1093.0,1.388283,West
2017-12-29,2017,West Hartford,169470.0,242900.0,Two Family,Duplex,4,3,1340.0,1.388283,East
2017-12-30,2017,Waterbury,22540.0,6250.0,?,Triplex,6,5,2067.0,1.388283,West
2018-01-04,2018,,248950.0,395000.0,?,Detached House,3,1,917.0,1.422308,North
2018-01-05,2018,Waterbury,68210.0,49000.0,Two Family,Duplex,4,2,1267.0,1.422308,South
2018-01-07,2018,West Hartford,215740.0,415000.0,Single Family,Detached House,3,3,1097.0,1.422308,West
2018-01-07,2018,Norwalk,250470.0,430000.0,Two Family,Duplex,4,2,1483.0,1.422308,South
2018-01-08,2018,,63390.0,65000.0,Single Family,Detached House,3,3,1051.0,1.422308,South
2018-01-08,2018,Stamford,466920.0,775000.0,Single Family,Detached House,3,3,981.0,1.422308,West
2018-01-13,2018,Stamford,515390.0,1025800.0,Single Family,Detached House,3,2,984.0,1.422308,East
2018-01-13,2018,,52250.0,17500.0,?,Detached House,3,3,,1.422308,West
2018-01-13,2018,Waterbury,81760.0,95876.0,Single Family,Detached House,3,2,940.0,1.422308,West
2018-01-13,2018,West Hartford,275240.0,435000.0,Single Family,Detached House,3,1,1028.0,1.422308,East
2018-01-13,2018,Waterbury,102750.0,169900.0,Single Family,Detached House,3,3,1000.0,1.422308,South
2018-01-14,2018,Waterbury,76480.0,28000.0,Single Family,Detached House,3,1,968.0,1.422308,East
2018-01-15,2018,Stamford,151680.0,269000.0,Single Family,Detached House,3,1,,1.422308,North
2018-01-19,2018,Waterbury,123940.0,160000.0,Single Family,Detached House,3,3,939.0,1.422308,South
2018-01-19,2018,Waterbury,76430.0,85000.0,?,Detached House,3,3,925.0,1.422308,West
2018-01-20,2018,Norwalk,524342.0,725000.0,Single Family,Detached House,3,1,933.0,1.422308,South
2018-01-20,2018,Norwalk,871150.0,1250000.0,Single Family,Detached House,3,2,,1.422308,West
2018-01-22,2018,Stamford,500420.0,650000.0,Single Family,Detached House,3,3,1037.0,1.422308,North
2018-01-22,2018,Waterbury,,50000.0,Single Family,Detached House,3,2,1042.0,1.422308,North
2018-01-22,2018,Norwalk,206440.0,170000.0,Two Family,Duplex,4,4,1334.0,1.422308,West
2018-01-25,2018,Stamford,554910.0,960000.0,Single Family,Detached House,3,3,1035.0,1.422308,South
2018-01-27,2018,West Hartford,279720.0,518000.0,?,Detached House,3,1,998.0,1.422308,West
2018-01-27,2018,Waterbury,102540.0,59000.0,?,Triplex,6,6,1956.0,1.422308,East
2018-01-29,2018,Waterbury,84160.0,104000.0,Single Family,Detached House,3,1,1064.0,1.422308,North
2018-01-29,2018,Norwalk,570152.0,900000.0,Single Family,Detached House,3,2,1070.0,1.422308,South
2018-01-29,2018,Waterbury,59850.0,28000.0,?,Detached House,3,3,1053.0,1.422308,South
2018-02-01,2018,West Hartford,240940.0,403000.0,Single Family,Detached House,3,1,901.0,1.422308,North
2018-02-01,2018,Stamford,366460.0,600000.0,Single Family,Detached House,3,2,919.0,1.422308,North
2018-02-02,2018,Waterbury,40280.0,25500.0,Three Family,Triplex,6,4,1939.0,1.422308,North
2018-02-03,2018,West Hartford,223720.0,371500.0,Single Family,Detached House,3,1,,1.422308,South
2018-02-05,2018,Waterbury,,153000.0,Four Family,Fourplex,8,7,2987.0,1.422308,South
2018-02-08,2018,West Hartford,212800.0,303000.0,Single Family,Detached House,3,1,1092.0,1.422308,East
2018-02-09,2018,,587090.0,925000.0,Single Family,Detached House,3,3,1082.0,1.422308,West
2018-02-09,2018,Waterbury,63660.0,84000.0,Single Family,Detached House,3,1,928.0,1.422308,East
2018-02-10,2018,West Hartford,185640.0,212500.0,Single Family,Detached House,3,3,1033.0,1.422308,West
2018-02-10,2018,Waterbury,69130.0,73223.0,Single Family,Detached House,3,3,1097.0,1.422308,East
2018-02-10,2018,,71790.0,75000.0,?,Detached House,3,1,,1.422308,South
2018-02-11,2018,Waterbury,,150000.0,Four Family,Fourplex,8,8,2883.0,1.422308,South
2018-02-11,2018,Waterbury,88050.0,90300.0,?,Detached House,3,1,955.0,1.422308,North
2018-02-11,2018,Waterbury,105510.0,150000.0,Four Family,Fourplex,8,7,2528.0,1.422308,East
2018-02-12,2018,West Hartford,272020.0,397000.0,?,Detached House,3,1,1039.0,1.422308,North
2018-02-12,2018,,184100.0,257000.0,Single Family,Detached House,3,1,1071.0,1.422308,West
2018-02-12,2018,,130370.0,193000.0,Single Family,Detached House,3,3,957.0,1.422308,West
2018-02-12,2018,Waterbury,86330.0,24000.0,Single Family,Detached House,3,1,947.0,1.422308,West
2018-02-17,2018,Stamford,358710.0,605000.0,Single Family,Detached House,3,2,1034.0,1.422308,South
2018-02-17,2018,Stamford,561220.0,724000.0,Single Family,Detached House,3,2,959.0,1.422308,West
2018-02-17,2018,Stamford,358710.0,605000.0,Single Family,Detached House,3,2,1014.0,1.422308,West
2018-02-17,2018,,88790.0,98500.0,Two Family,Duplex,4,2,1229.0,1.422308,North
2018-02-18,2018,Waterbury,85670.0,74000.0,?,Detached House,3,2,1061.0,1.422308,North
2018-02-18,2018,Waterbury,105210.0,79500.0,Single Family,Detached House,3,3,972.0,1.422308,East
2018-02-19,2018,Waterbury,105360.0,159900.0,Single Family,Detached House,3,3,1044.0,1.422308,North
2018-02-19,2018,Norwalk,201040.0,199000.0,Single Family,Detached House,3,1,1029.0,1.422308,West
2018-02-22,2018,Norwalk,174080.0,300000.0,Single Family,Detached House,3,3,,1.422308,North
2018-02-23,2018,Norwalk,240060.0,430000.0,Single Family,Detached House,3,2,1088.0,1.422308,North
2018-02-23,2018,Stamford,206690.0,517500.0,Two Family,Duplex,4,3,1365.0,1.422308,South
2018-02-23,2018,,234060.0,417500.0,?,Detached House,3,3,919.0,1.422308,West
2018-02-24,2018,Norwalk,170970.0,305000.0,Two Family,Duplex,4,4,1431.0,1.422308,East
2018-02-24,2018,Stamford,845900.0,975000.0,Single Family,Detached House,3,1,1018.0,1.422308,East
2018-02-24,2018,Waterbury,,107000.0,Four Family,Fourplex,8,6,2771.0,1.422308,East
2018-02-25,2018,Norwalk,,525000.0,?,Detached House,3,3,1012.0,1.422308,South
2018-02-28,2018,Stamford,,515000.0,?,Triplex,6,5,1894.0,1.422308,East
2018-02-28,2018,Norwalk,,465000.0,Single Family,Detached House,3,1,1089.0,1.422308,North
2018-03-01,2018,Waterbury,60750.0,43500.0,Single Family,Detached House,3,3,1002.0,1.422308,East
2018-03-02,2018,West Hartford,184520.0,357000.0,?,Detached House,3,2,1036.0,1.422308,West
2018-03-04,2018,Stamford,214030.0,352500.0,Single Family,Detached House,3,1,986.0,1.422308,East
2018-03-08,2018,Stamford,309510.0,545000.0,Single Family,Detached House,3,1,1065.0,1.422308,North
2018-03-09,2018,Stamford,348180.0,545000.0,Single Family,Detached House,3,1,,1.422308,North
2018-03-09,2018,Stamford,423930.0,450000.0,?,Detached House,3,2,1059.0,1.422308,South
2018-03-11,2018,Waterbury,,25000.0,Two Family,Duplex,4,2,1289.0,1.422308,South
2018-03-11,2018,Waterbury,66310.0,54100.0,?,Detached House,3,1,963.0,1.422308,East
2018-03-14,2018,Norwalk,411610.0,458792.0,Single Family,Detached House,3,2,1014.0,1.422308,North
2018-03-14,2018,Stamford,124260.0,192000.0,Single Family,Detached House,3,3,943.0,1.422308,North
2018-03-14,2018,West Hartford,264460.0,335000.0,Single Family,Detached House,3,1,967.0,1.422308,South
2018-03-16,2018,West Hartford,117250.0,160000.0,Single Family,Detached House,3,3,1068.0,1.422308,North
2018-03-17,2018,Norwalk,249890.0,200000.0,Single Family,Detached House,3,2,,1.422308,West
2018-03-18,2018,,270200.0,360000.0,Single Family,Detached House,3,3,987.0,1.422308,East
2018-03-18,2018,Stamford,159840.0,275000.0,Single Family,Detached House,3,2,1030.0,1.422308,North
2018-03-18,2018,Norwalk,126860.0,150000.0,Two Family,Duplex,4,4,1313.0,1.422308,West
2018-03-21,2018,,190890.0,290000.0,Single Family,Detached House,3,2,,1.422308,South
2018-03-21,2018,West Hartford,111930.0,125000.0,Single Family,Detached House,3,3,946.0,1.422308,West
2018-03-21,2018,Waterbury,63260.0,7000.0,?,Triplex,6,5,2121.0,1.422308,South
2018-03-21,2018,,170240.0,285000.0,Single Family,Detached House,3,3,1025.0,1.422308,West
2018-03-24,2018,Waterbury,82350.0,45500.0,Single Family,Detached House,3,3,1085.0,1.422308,South
2018-03-24,2018,Norwalk,369510.0,675000.0,Single Family,Detached House,3,1,1039.0,1.422308,South
2018-03-24,2018,Stamford,400750.0,475000.0,Single Family,Detached House,3,3,1062.0,1.422308,West
2018-03-24,2018,,163520.0,295000.0,Single Family,Detached House,3,3,1100.0,1.422308,South
2018-03-28,2018,Waterbury,77640.0,45000.0,Single Family,Detached House,3,1,904.0,1.422308,West
2018-03-28,2018,West Hartford,232330.0,299000.0,Single Family,Detached House,3,1,924.0,1.422308,West
2018-03-28,2018,West Hartford,145390.0,220000.0,Single Family,Detached House,3,1,939.0,1.422308,East
2018-03-28,2018,Norwalk,,340000.0,Single Family,Detached House,3,1,1023.0,1.422308,South
2018-03-29,2018,West Hartford,210420.0,275000.0,Single Family,Detached House,3,1,909.0,1.422308,West
2018-03-29,2018,Waterbury,36600.0,18000.0,Two Family,Duplex,4,4,1409.0,1.422308,East
2018-03-29,2018,West Hartford,210420.0,275000.0,Single Family,Detached House,3,2,1068.0,1.422308,East
2018-03-30,2018,Stamford,173960.0,600000.0,Three Family,Triplex,6,6,2124.0,1.422308,West
2018-03-31,2018,West Hartford,142380.0,255000.0,?,Detached House,3,3,1042.0,1.422308,West
2018-03-31,2018,Stamford,402940.0,635000.0,Single Family,Detached House,3,1,936.0,1.422308,North
2018-03-31,2018,Waterbury,,108000.0,Single Family,Detached House,3,3,1032.0,1.422308,South
2018-03-31,2018,Stamford,427000.0,615000.0,Single Family,Detached House,3,1,,1.422308,North
2018-03-31,2018,Waterbury,,42500.0,?,Triplex,6,4,1923.0,1.422308,West
2018-04-01,2018,Stamford,225380.0,90000.0,Single Family,Detached House,3,1,,1.422308,East
2018-04-01,2018,Norwalk,1045860.0,1650000.0,Single Family,Detached House,3,3,979.0,1.422308,South
2018-04-04,2018,West Hartford,,410000.0,Single Family,Detached House,3,2,1037.0,1.422308,South
2018-04-04,2018,West Hartford,190260.0,280000.0,Two Family,Duplex,4,4,,1.422308,South
2018-04-04,2018,Stamford,420060.0,665000.0,Single Family,Detached House,3,1,967.0,1.422308,West
2018-04-06,2018,,57610.0,76300.0,Single Family,Detached House,3,2,979.0,1.422308,East
2018-04-07,2018,Norwalk,375590.0,512500.0,?,Detached House,3,2,951.0,1.422308,West
2018-04-07,2018,Waterbury,69510.0,128000.0,Single Family,Detached House,3,2,1056.0,1.422308,West
2018-04-08,2018,West Hartford,250880.0,367000.0,Single Family,Detached House,3,3,934.0,1.422308,North
2018-04-11,2018,Waterbury,31410.0,12000.0,Three Family,Triplex,6,6,2086.0,1.422308,East
2018-04-11,2018,,295710.0,425000.0,Single Family,Detached House,3,1,939.0,1.422308,North
2018-04-11,2018,,156730.0,229500.0,Single Family,Detached House,3,1,,1.422308,North
2018-04-11,2018,Norwalk,346550.0,560000.0,Single Family,Detached House,3,2,1022.0,1.422308,East
2018-04-12,2018,West Hartford,174020.0,232000.0,Single Family,Detached House,3,1,958.0,1.422308,East
2018-04-12,2018,Stamford,474900.0,735000.0,Single Family,Detached House,3,2,979.0,1.422308,North
2018-04-12,2018,,112550.0,215900.0,Single Family,Detached House,3,1,928.0,1.422308,West
2018-04-13,2018,West Hartford,260750.0,405000.0,Three Family,Triplex,6,5,2116.0,1.422308,South
2018-04-13,2018,Norwalk,316290.0,522000.0,Single Family,Detached House,3,3,931.0,1.422308,West
2018-04-13,2018,Waterbury,113000.0,145000.0,Single Family,Detached House,3,3,,1.422308,East
2018-04-13,2018,Stamford,262580.0,480000.0,?,Detached House,3,2,1017.0,1.422308,East
2018-04-14,2018,Norwalk,389620.0,510000.0,Single Family,Detached House,3,3,928.0,1.422308,West
2018-04-15,2018,Norwalk,616290.0,1012500.0,?,Detached House,3,3,,1.422308,West
2018-04-18,2018,Stamford,222690.0,325000.0,Single Family,Detached House,3,3,900.0,1.422308,North
2018-04-18,2018,Waterbury,69920.0,118500.0,Single Family,Detached House,3,1,980.0,1.422308,West
2018-04-19,2018,Stamford,389210.0,575000.0,Single Family,Detached House,3,1,903.0,1.422308,North
2018-04-19,2018,Stamford,189010.0,332000.0,?,Detached House,3,2,947.0,1.422308,East
2018-04-19,2018,West Hartford,192640.0,220000.0,Single Family,Detached House,3,2,,1.422308,West
2018-04-19,2018,West Hartford,824810.0,750000.0,Single Family,Detached House,3,3,930.0,1.422308,North
2018-04-19,2018,Waterbury,113040.0,151500.0,Three Family,Triplex,6,6,1801.0,1.422308,West
2018-04-20,2018,,80060.0,95000.0,Single Family,Detached House,3,2,919.0,1.422308,North
2018-04-20,2018,Waterbury,133130.0,225000.0,?,Detached House,3,2,968.0,1.422308,West
2018-04-20,2018,Stamford,310310.0,535000.0,Single Family,Detached House,3,3,,1.422308,North
2018-04-21,2018,West Hartford,,171000.0,Single Family,Detached House,3,3,909.0,1.422308,South
2018-04-22,2018,Waterbury,,68300.0,Single Family,Detached House,3,3,1021.0,1.422308,East
2018-04-22,2018,Stamford,444190.0,440000.0,Single Family,Detached House,3,2,921.0,1.422308,South
2018-04-25,2018,West Hartford,182840.0,220000.0,Three Family,Triplex,6,6,,1.422308,South
2018-04-25,2018,West Hartford,157710.0,305000.0,Single Family,Detached House,3,2,1013.0,1.422308,South
2018-04-25,2018,Waterbury,67160.0,27000.0,Single Family,Detached House,3,2,948.0,1.422308,North
2018-04-26,2018,Norwalk,258970.0,354500.0,?,Detached House,3,3,921.0,1.422308,South
2018-04-26,2018,Stamford,587670.0,825000.0,Single Family,Detached House,3,2,,1.422308,East
2018-04-26,2018,,334450.0,553500.0,?,Detached House,3,2,1081.0,1.422308,South
2018-04-27,2018,Norwalk,203600.0,264900.0,?,Detached House,3,2,1096.0,1.422308,South
2018-04-27,2018,Norwalk,220280.0,450000.0,Single Family,Detached House,3,1,1031.0,1.422308,West
2018-04-28,2018,Stamford,231550.0,300000.0,Single Family,Detached House,3,2,,1.422308,South
2018-04-28,2018,Norwalk,1399520.0,4825000.0,Single Family,Detached House,3,2,1072.0,1.422308,North
2018-04-28,2018,West Hartford,,436000.0,Single Family,Detached House,3,2,1032.0,1.422308,North
2018-04-29,2018,Waterbury,77040.0,85000.0,Single Family,Detached House,3,1,927.0,1.422308,West
2018-04-29,2018,Stamford,263220.0,430000.0,Three Family,Triplex,6,5,,1.422308,North
2018-04-29,2018,Waterbury,57320.0,83200.0,Single Family,Detached House,3,1,1002.0,1.422308,West
2018-04-29,2018,Stamford,254880.0,450000.0,Single Family,Detached House,3,3,1096.0,1.422308,North
2018-05-02,2018,Waterbury,114060.0,145000.0,Single Family,Detached House,3,3,995.0,1.422308,South
2018-05-02,2018,West Hartford,189770.0,329000.0,?,Detached House,3,1,1007.0,1.422308,South
2018-05-02,2018,Waterbury,29870.0,100000.0,?,Detached House,3,1,1071.0,1.422308,West
2018-05-02,2018,,75460.0,90000.0,Single Family,Detached House,3,1,1023.0,1.422308,West
2018-05-03,2018,Stamford,,1342541.0,Single Family,Detached House,3,2,955.0,1.422308,North
2018-05-03,2018,Stamford,,975000.0,Single Family,Detached House,3,1,1085.0,1.422308,East
2018-05-03,2018,,184520.0,325000.0,Single Family,Detached House,3,2,1005.0,1.422308,South
2018-05-05,2018,Norwalk,291370.0,533750.0,Single Family,Detached House,3,1,1062.0,1.422308,South
2018-05-06,2018,Stamford,415070.0,668000.0,Single Family,Detached House,3,2,950.0,1.422308,West
2018-05-06,2018,Norwalk,349020.0,596000.0,Single Family,Detached House,3,3,1018.0,1.422308,North
2018-05-09,2018,,279300.0,465000.0,Single Family,Detached House,3,2,982.0,1.422308,East
2018-05-09,2018,Norwalk,,646000.0,Single Family,Detached House,3,1,947.0,1.422308,East
2018-05-09,2018,,130970.0,145000.0,Single Family,Detached House,3,1,967.0,1.422308,East
2018-05-09,2018,Stamford,549980.0,717500.0,Single Family,Detached House,3,3,982.0,1.422308,West
2018-05-09,2018,Waterbury,,10000.0,Single Family,Detached House,3,2,1069.0,1.422308,East
2018-05-09,2018,Stamford,266830.0,575000.0,?,Triplex,6,6,2013.0,1.422308,East
2018-05-10,2018,Stamford,494990.0,735000.0,?,Detached House,3,2,990.0,1.422308,East
2018-05-10,2018,Stamford,288780.0,525000.0,Single Family,Detached House,3,1,1040.0,1.422308,East
2018-05-10,2018,Norwalk,351890.0,475000.0,Single Family,Detached House,3,1,1093.0,1.422308,West
2018-05-12,2018,West Hartford,188930.0,302500.0,Two Family,Duplex,4,2,1434.0,1.422308,West
2018-05-12,2018,Norwalk,342750.0,589000.0,Single Family,Detached House,3,3,1069.0,1.422308,North
2018-05-13,2018,Norwalk,644970.0,760000.0,Single Family,Detached House,3,2,1042.0,1.422308,North
2018-05-16,2018,West Hartford,200130.0,349900.0,?,Detached House,3,1,941.0,1.422308,South
2018-05-16,2018,Norwalk,205150.0,365000.0,Two Family,Duplex,4,3,1485.0,1.422308,West
2018-05-17,2018,Norwalk,872170.0,1155000.0,Single Family,Detached House,3,2,,1.422308,East
2018-05-17,2018,Norwalk,246830.0,409900.0,Single Family,Detached House,3,1,949.0,1.422308,North
2018-05-19,2018,Norwalk,602820.0,792000.0,Single Family,Detached House,3,3,915.0,1.422308,East
2018-05-19,2018,Waterbury,39050.0,27000.0,Three Family,Triplex,6,5,1850.0,1.422308,South
2018-05-20,2018,Waterbury,85760.0,43000.0,Single Family,Detached House,3,1,920.0,1.422308,East
2018-05-20,2018,Norwalk,385510.0,575000.0,Single Family,Detached House,3,3,918.0,1.422308,North
2018-05-23,2018,Waterbury,96480.0,160000.0,Single Family,Detached House,3,2,936.0,1.422308,South
2018-05-23,2018,,364000.0,440000.0,Single Family,Detached House,3,2,1067.0,1.422308,West
2018-05-23,2018,,408520.0,745000.0,Single Family,Detached House,3,3,968.0,1.422308,North
2018-05-23,2018,West Hartford,192710.0,215000.0,Single Family,Detached House,3,1,973.0,1.422308,North
2018-05-23,2018,,184330.0,260150.0,Single Family,Detached House,3,3,1012.0,1.422308,North
2018-05-24,2018,West Hartford,210140.0,347500.0,Single Family,Detached House,3,2,965.0,1.422308,North
2018-05-24,2018,Stamford,317940.0,515000.0,Single Family,Detached House,3,2,1025.0,1.422308,West
2018-05-24,2018,Waterbury,91750.0,117000.0,Single Family,Detached House,3,2,1075.0,1.422308,South
2018-05-25,2018,,28790.0,11000.0,?,Detached House,3,1,1001.0,1.422308,East
2018-05-26,2018,West Hartford,121030.0,177000.0,Single Family,Detached House,3,3,1040.0,1.422308,West
2018-05-26,2018,Waterbury,112690.0,175000.0,?,Detached House,3,2,906.0,1.422308,South
2018-05-26,2018,Waterbury,81020.0,72341.0,Two Family,Duplex,4,3,1321.0,1.422308,East
2018-05-27,2018,Waterbury,59880.0,79000.0,?,Detached House,3,2,926.0,1.422308,South
2018-05-27,2018,West Hartford,135170.0,194000.0,Single Family,Detached House,3,1,1059.0,1.422308,West
2018-05-31,2018,Stamford,302920.0,581025.0,Single Family,Detached House,3,1,1022.0,1.422308,East
